image_file,mask_file,image_shape,mask_shape,image_hw,mask_hw,same_hw,status
44825.png,44825.npy,"(512, 633, 3)","(1, 512, 633)","(512, 633)","(512, 633)",True,ok
44829.png,44829.npy,"(279, 516, 3)","(1, 279, 516)","(279, 516)","(279, 516)",True,ok
44838.png,44838.npy,"(512, 592, 3)","(1, 512, 592)","(512, 592)","(512, 592)",True,ok
4490.png,4490.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
44928.png,44928.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
44940.png,44940.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
45004.png,45004.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
45025.png,45025.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
45030.png,45030.npy,"(512, 687, 3)","(1, 512, 687)","(512, 687)","(512, 687)",True,ok
4508.png,4508.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
45124.png,45124.npy,"(256, 320, 4)","(2, 256, 320)","(256, 320)","(2, 256)",False,shape_mismatch
45133.png,45133.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
45139.png,45139.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
45151.png,45151.npy,"(117, 558, 3)","(1, 117, 558)","(117, 558)","(117, 558)",True,ok
45152.png,45152.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
45180.png,45180.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
45182.png,45182.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
45202.png,45202.npy,"(171, 136, 3)","(1, 171, 136)","(171, 136)","(171, 136)",True,ok
45218.png,45218.npy,"(69, 517, 3)","(1, 69, 517)","(69, 517)","(69, 517)",True,ok
45269.png,45269.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
45287.png,45287.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
45310.png,45310.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
45315.png,45315.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
45345.png,45345.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
45376.png,45376.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
45377.png,45377.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
45381.png,45381.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
45400.png,45400.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
45485.png,45485.npy,"(512, 512, 4)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
45496.png,45496.npy,"(531, 258, 3)","(1, 531, 258)","(531, 258)","(531, 258)",True,ok
45522.png,45522.npy,"(106, 460, 3)","(1, 106, 460)","(106, 460)","(106, 460)",True,ok
45536.png,45536.npy,"(512, 580, 3)","(1, 512, 580)","(512, 580)","(512, 580)",True,ok
45552.png,45552.npy,"(1153, 1307, 3)","(3, 1153, 1307)","(1153, 1307)","(3, 1153)",False,shape_mismatch
4556.png,4556.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
45563.png,45563.npy,"(85, 517, 3)","(1, 85, 517)","(85, 517)","(85, 517)",True,ok
45602.png,45602.npy,"(512, 664, 3)","(3, 512, 664)","(512, 664)","(3, 512)",False,shape_mismatch
45620.png,45620.npy,"(212, 1282, 3)","(1, 212, 1282)","(212, 1282)","(212, 1282)",True,ok
45686.png,45686.npy,"(132, 437, 3)","(1, 132, 437)","(132, 437)","(132, 437)",True,ok
45710.png,45710.npy,"(907, 242, 3)","(1, 907, 242)","(907, 242)","(907, 242)",True,ok
45712.png,45712.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
45720.png,45720.npy,"(482, 585, 3)","(1, 482, 585)","(482, 585)","(482, 585)",True,ok
45767.png,45767.npy,"(204, 858, 3)","(1, 204, 858)","(204, 858)","(204, 858)",True,ok
45784.png,45784.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
45821.png,45821.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
45838.png,45838.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
45866.png,45866.npy,"(73, 565, 3)","(1, 73, 565)","(73, 565)","(73, 565)",True,ok
45878.png,45878.npy,"(512, 768, 3)","(1, 512, 768)","(512, 768)","(512, 768)",True,ok
45889.png,45889.npy,"(137, 1170, 3)","(1, 137, 1170)","(137, 1170)","(137, 1170)",True,ok
45911.png,45911.npy,"(132, 166, 3)","(1, 132, 166)","(132, 166)","(132, 166)",True,ok
45913.png,45913.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
4592.png,4592.npy,"(512, 612, 3)","(1, 512, 612)","(512, 612)","(512, 612)",True,ok
45958.png,45958.npy,"(1136, 1445, 3)","(2, 1136, 1445)","(1136, 1445)","(2, 1136)",False,shape_mismatch
46006.png,46006.npy,"(233, 1042, 3)","(1, 233, 1042)","(233, 1042)","(233, 1042)",True,ok
46083.png,46083.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
4609.png,4609.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
46098.png,46098.npy,"(80, 465, 3)","(1, 80, 465)","(80, 465)","(80, 465)",True,ok
46106.png,46106.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
46109.png,46109.npy,"(192, 527, 3)","(1, 192, 527)","(192, 527)","(192, 527)",True,ok
46171.png,46171.npy,"(65, 440, 3)","(1, 65, 440)","(65, 440)","(65, 440)",True,ok
46175.png,46175.npy,"(512, 741, 3)","(2, 512, 741)","(512, 741)","(2, 512)",False,shape_mismatch
46202.png,46202.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
46206.png,46206.npy,"(951, 917, 3)","(2, 951, 917)","(951, 917)","(2, 951)",False,shape_mismatch
46212.png,46212.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
46226.png,46226.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
46243.png,46243.npy,"(74, 534, 3)","(1, 74, 534)","(74, 534)","(74, 534)",True,ok
46305.png,46305.npy,"(520, 696, 3)","(3, 520, 696)","(520, 696)","(3, 520)",False,shape_mismatch
46309.png,46309.npy,"(75, 1067, 3)","(1, 75, 1067)","(75, 1067)","(75, 1067)",True,ok
46310.png,46310.npy,"(717, 918, 3)","(1, 717, 918)","(717, 918)","(717, 918)",True,ok
46312.png,46312.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
4634.png,4634.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
46356.png,46356.npy,"(211, 1189, 3)","(1, 211, 1189)","(211, 1189)","(211, 1189)",True,ok
46366.png,46366.npy,"(528, 512, 3)","(3, 528, 512)","(528, 512)","(3, 528)",False,shape_mismatch
46425.png,46425.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
46444.png,46444.npy,"(347, 336, 3)","(2, 347, 336)","(347, 336)","(2, 347)",False,shape_mismatch
46473.png,46473.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
4650.png,4650.npy,"(170, 579, 3)","(1, 170, 579)","(170, 579)","(170, 579)",True,ok
46500.png,46500.npy,"(968, 637, 3)","(1, 968, 637)","(968, 637)","(968, 637)",True,ok
46511.png,46511.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
46547.png,46547.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
46568.png,46568.npy,"(83, 564, 3)","(1, 83, 564)","(83, 564)","(83, 564)",True,ok
46577.png,46577.npy,"(512, 754, 3)","(2, 512, 754)","(512, 754)","(2, 512)",False,shape_mismatch
46698.png,46698.npy,"(70, 371, 3)","(1, 70, 371)","(70, 371)","(70, 371)",True,ok
46733.png,46733.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
46735.png,46735.npy,"(177, 93, 3)","(1, 177, 93)","(177, 93)","(177, 93)",True,ok
46754.png,46754.npy,"(2592, 3888, 3)","(1, 2592, 3888)","(2592, 3888)","(2592, 3888)",True,ok
46819.png,46819.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
46836.png,46836.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
46849.png,46849.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
46885.png,46885.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
46887.png,46887.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
46898.png,46898.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
46907.png,46907.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
46910.png,46910.npy,"(103, 484, 3)","(1, 103, 484)","(103, 484)","(103, 484)",True,ok
46927.png,46927.npy,"(100, 742, 3)","(1, 100, 742)","(100, 742)","(100, 742)",True,ok
46933.png,46933.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
46935.png,46935.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
46969.png,46969.npy,"(512, 701, 3)","(3, 512, 701)","(512, 701)","(3, 512)",False,shape_mismatch
46974.png,46974.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
46979.png,46979.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
47003.png,47003.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
47017.png,47017.npy,"(66, 319, 3)","(1, 66, 319)","(66, 319)","(66, 319)",True,ok
47030.png,47030.npy,"(512, 777, 3)","(1, 512, 777)","(512, 777)","(512, 777)",True,ok
47033.png,47033.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
47049.png,47049.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
47052.png,47052.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
47068.png,47068.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
47069.png,47069.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
47090.png,47090.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
47097.png,47097.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
47101.png,47101.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
47133.png,47133.npy,"(512, 512, 4)","(3, 512, 512)","(512, 512)","(3, 512)",False,shape_mismatch
47151.png,47151.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
4716.png,4716.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
47185.png,47185.npy,"(512, 515, 3)","(3, 512, 515)","(512, 515)","(3, 512)",False,shape_mismatch
47238.png,47238.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
47252.png,47252.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
47261.png,47261.npy,"(96, 593, 3)","(1, 96, 593)","(96, 593)","(96, 593)",True,ok
47318.png,47318.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
4733.png,4733.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
47366.png,47366.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
47376.png,47376.npy,"(392, 296, 3)","(1, 392, 296)","(392, 296)","(392, 296)",True,ok
4740.png,4740.npy,"(3888, 2592, 3)","(1, 3888, 2592)","(3888, 2592)","(3888, 2592)",True,ok
47405.png,47405.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
47424.png,47424.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
47426.png,47426.npy,"(986, 1984, 3)","(2, 986, 1984)","(986, 1984)","(2, 986)",False,shape_mismatch
4743.png,4743.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
47441.png,47441.npy,"(512, 512, 3)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
47513.png,47513.npy,"(68, 875, 3)","(1, 68, 875)","(68, 875)","(68, 875)",True,ok
47574.png,47574.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
47586.png,47586.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
4772.png,4772.npy,"(512, 512, 4)","(2, 512, 512)","(512, 512)","(2, 512)",False,shape_mismatch
47770.png,47770.npy,"(512, 779, 3)","(2, 512, 779)","(512, 779)","(2, 512)",False,shape_mismatch
47777.png,47777.npy,"(511, 705, 3)","(3, 511, 705)","(511, 705)","(3, 511)",False,shape_mismatch
47790.png,47790.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
47830.png,47830.npy,"(666, 1000, 3)","(2, 666, 1000)","(666, 1000)","(2, 666)",False,shape_mismatch
47871.png,47871.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
47916.png,47916.npy,"(342, 1023, 3)","(1, 342, 1023)","(342, 1023)","(342, 1023)",True,ok
47980.png,47980.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
48001.png,48001.npy,"(355, 1159, 3)","(1, 355, 1159)","(355, 1159)","(355, 1159)",True,ok
4806.png,4806.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
48070.png,48070.npy,"(1024, 1024, 3)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
48113.png,48113.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
48130.png,48130.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
48131.png,48131.npy,"(512, 545, 3)","(1, 512, 545)","(512, 545)","(512, 545)",True,ok
48147.png,48147.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
48184.png,48184.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
48207.png,48207.npy,"(157, 1523, 3)","(1, 157, 1523)","(157, 1523)","(157, 1523)",True,ok
48216.png,48216.npy,"(909, 312, 3)","(1, 909, 312)","(909, 312)","(909, 312)",True,ok
48219.png,48219.npy,"(512, 512, 3)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
48255.png,48255.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
48271.png,48271.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
48272.png,48272.npy,"(512, 695, 3)","(1, 512, 695)","(512, 695)","(512, 695)",True,ok
48275.png,48275.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
48280.png,48280.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
48291.png,48291.npy,"(256, 320, 4)","(3, 256, 320)","(256, 320)","(3, 256)",False,shape_mismatch
48293.png,48293.npy,"(154, 619, 3)","(1, 154, 619)","(154, 619)","(154, 619)",True,ok
48333.png,48333.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
48351.png,48351.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
48358.png,48358.npy,"(512, 640, 3)","(1, 512, 640)","(512, 640)","(512, 640)",True,ok
48390.png,48390.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
48419.png,48419.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
4845.png,4845.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
48454.png,48454.npy,"(711, 560, 3)","(1, 711, 560)","(711, 560)","(711, 560)",True,ok
4853.png,4853.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
48562.png,48562.npy,"(520, 696, 4)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
4858.png,4858.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
4865.png,4865.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
48680.png,48680.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
48697.png,48697.npy,"(148, 448, 3)","(1, 148, 448)","(148, 448)","(148, 448)",True,ok
48704.png,48704.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
48705.png,48705.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
48718.png,48718.npy,"(397, 482, 3)","(2, 397, 482)","(397, 482)","(2, 397)",False,shape_mismatch
48730.png,48730.npy,"(114, 1082, 3)","(1, 114, 1082)","(114, 1082)","(114, 1082)",True,ok
48779.png,48779.npy,"(512, 512)","(1, 512, 512)","(512, 512)","(512, 512)",True,ok
48806.png,48806.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
48818.png,48818.npy,"(512, 684, 3)","(1, 512, 684)","(512, 684)","(512, 684)",True,ok
48836.png,48836.npy,"(526, 512, 3)","(1, 526, 512)","(526, 512)","(526, 512)",True,ok
48880.png,48880.npy,"(512, 748, 3)","(3, 512, 748)","(512, 748)","(3, 512)",False,shape_mismatch
48919.png,48919.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
48937.png,48937.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
48945.png,48945.npy,"(256, 320, 4)","(1, 256, 320)","(256, 320)","(256, 320)",True,ok
48981.png,48981.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
4899.png,4899.npy,"(874, 308, 3)","(1, 874, 308)","(874, 308)","(874, 308)",True,ok
48996.png,48996.npy,"(1024, 1024)","(1, 1024, 1024)","(1024, 1024)","(1024, 1024)",True,ok
48997.png,48997.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
49009.png,49009.npy,"(512, 726, 3)","(1, 512, 726)","(512, 726)","(512, 726)",True,ok
49042.png,49042.npy,"(513, 512, 3)","(1, 513, 512)","(513, 512)","(513, 512)",True,ok
49080.png,49080.npy,"(520, 696, 3)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
49131.png,49131.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
49149.png,49149.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
4920.png,4920.npy,"(138, 453, 3)","(1, 138, 453)","(138, 453)","(138, 453)",True,ok
49233.png,49233.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
49237.png,49237.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
49318.png,49318.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
49351.png,49351.npy,"(3888, 2592, 3)","(2, 3888, 2592)","(3888, 2592)","(2, 3888)",False,shape_mismatch
49410.png,49410.npy,"(341, 763, 3)","(1, 341, 763)","(341, 763)","(341, 763)",True,ok
49506.png,49506.npy,"(520, 696, 3)","(1, 520, 696)","(520, 696)","(520, 696)",True,ok
49514.png,49514.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
49541.png,49541.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
4955.png,4955.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
49567.png,49567.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
4957.png,4957.npy,"(90, 98, 3)","(1, 90, 98)","(90, 98)","(90, 98)",True,ok
49583.png,49583.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
49613.png,49613.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
49622.png,49622.npy,"(1200, 1600, 3)","(3, 1200, 1600)","(1200, 1600)","(3, 1200)",False,shape_mismatch
49672.png,49672.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
49710.png,49710.npy,"(1200, 1600, 3)","(1, 1200, 1600)","(1200, 1600)","(1200, 1600)",True,ok
49711.png,49711.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
49712.png,49712.npy,"(97, 719, 3)","(2, 97, 719)","(97, 719)","(2, 97)",False,shape_mismatch
49716.png,49716.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
49721.png,49721.npy,"(256, 256, 4)","(3, 256, 256)","(256, 256)","(3, 256)",False,shape_mismatch
49733.png,49733.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
49740.png,49740.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
49770.png,49770.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
49777.png,49777.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
49797.png,49797.npy,"(158, 436, 3)","(1, 158, 436)","(158, 436)","(158, 436)",True,ok
49799.png,49799.npy,"(1918, 1109, 3)","(1, 1918, 1109)","(1918, 1109)","(1918, 1109)",True,ok
49819.png,49819.npy,"(1912, 2568)","(1, 1912, 2568)","(1912, 2568)","(1912, 2568)",True,ok
49827.png,49827.npy,"(512, 674, 3)","(2, 512, 674)","(512, 674)","(2, 512)",False,shape_mismatch
4984.png,4984.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
49903.png,49903.npy,"(131, 1077, 3)","(1, 131, 1077)","(131, 1077)","(131, 1077)",True,ok
4992.png,4992.npy,"(591, 778, 3)","(1, 591, 778)","(591, 778)","(591, 778)",True,ok
49921.png,49921.npy,"(157, 185, 3)","(1, 157, 185)","(157, 185)","(157, 185)",True,ok
49928.png,49928.npy,"(185, 708, 3)","(1, 185, 708)","(185, 708)","(185, 708)",True,ok
49956.png,49956.npy,"(512, 685, 3)","(1, 512, 685)","(512, 685)","(512, 685)",True,ok
49969.png,49969.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
49982.png,49982.npy,"(360, 360, 4)","(1, 360, 360)","(360, 360)","(360, 360)",True,ok
4999.png,4999.npy,"(1024, 1280, 3)","(1, 1024, 1280)","(1024, 1280)","(1024, 1280)",True,ok
50000.png,50000.npy,"(718, 854, 3)","(1, 718, 854)","(718, 854)","(718, 854)",True,ok
50028.png,50028.npy,"(520, 696, 4)","(2, 520, 696)","(520, 696)","(2, 520)",False,shape_mismatch
5003.png,5003.npy,"(256, 256, 4)","(2, 256, 256)","(256, 256)","(2, 256)",False,shape_mismatch
50069.png,50069.npy,"(1200, 1600, 3)","(2, 1200, 1600)","(1200, 1600)","(2, 1200)",False,shape_mismatch
5009.png,5009.npy,"(90, 817, 3)","(1, 90, 817)","(90, 817)","(90, 817)",True,ok
50117.png,50117.npy,"(1912, 2568)","(2, 1912, 2568)","(1912, 2568)","(2, 1912)",False,shape_mismatch
50124.png,50124.npy,"(360, 360, 4)","(2, 360, 360)","(360, 360)","(2, 360)",False,shape_mismatch
50126.png,50126.npy,"(256, 256, 4)","(1, 256, 256)","(256, 256)","(256, 256)",True,ok
50158.png,50158.npy,"(134, 1398, 3)","(2, 134, 1398)","(134, 1398)","(2, 134)",False,shape_mismatch
50229.png,50229.npy,"(260, 347, 4)","(1, 260, 347)","(260, 347)","(260, 347)",True,ok
5023.png,5023.npy,"(666, 1000, 3)","(1, 666, 1000)","(666, 1000)","(666, 1000)",True,ok
